,account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,intl_plan_yes,voice_mail_plan_yes
0,0.5948275862068966,0.44230769230769235,0.4483641536273115,0.7818181818181819,0.448293172690763,0.6581722319859402,0.5316455696202532,0.6583936573595311,0.6347498655190963,0.6134969325153374,0.6347878063359235,0.685,0.1,0.6851851851851852,0.0,0.0,1.0
1,0.4956896551724138,0.0,0.24409672830725462,0.5333333333333333,0.24414323962516732,0.27387229056824836,0.6329113924050633,0.2736987245777318,0.46449704142011833,0.48466257668711654,0.46503287507471613,0.55,0.1,0.55,0.1111111111111111,0.0,0.0
2,0.2931034482758621,0.0,0.698719772403983,0.7757575757575758,0.6986278447121821,0.44141769185705915,0.5632911392405063,0.4415718717683558,0.23830016137708443,0.6503067484662577,0.2384937238493724,0.71,0.35000000000000003,0.7092592592592593,0.2222222222222222,0.0,0.0
3,0.05172413793103448,0.0,0.16614509246088194,0.7333333333333333,0.16616465863453814,0.7026947861745753,0.3291139240506329,0.7028610823853843,0.3652501344809037,0.6319018404907976,0.36521219366407653,0.5950000000000001,0.25,0.5944444444444444,0.1111111111111111,0.0,0.0
4,0.23275862068965517,0.0,0.8128022759601707,0.7515151515151515,0.8127510040160643,0.6110134739308729,0.5949367088607596,0.6111685625646328,0.5580957504034427,0.7852760736196319,0.55827854154214,0.7400000000000001,0.35000000000000003,0.7407407407407407,0.0,0.0,0.0
5,0.4525862068965517,0.0,0.48534850640113797,0.703030303030303,0.48527443105756357,0.6936145284124196,0.6518987341772152,0.693553946914857,0.5137170521785906,0.6073619631901841,0.5140466228332338,0.48,0.65,0.4796296296296296,0.1111111111111111,0.0,0.0
6,0.5344827586206896,0.0,0.4816500711237554,0.5454545454545454,0.4815930388219545,0.39162272993555947,0.7974683544303798,0.39158910720441226,0.504572350726197,0.5766871165644172,0.5050806933652122,0.58,0.30000000000000004,0.5796296296296296,0.2222222222222222,0.0,0.0
7,0.521551724137931,0.5384615384615385,0.4722617354196302,0.37575757575757573,0.4722222222222222,0.619800820152314,0.48101265822784806,0.619786280592899,0.39510489510489505,0.44171779141104295,0.39509862522414824,0.385,0.15000000000000002,0.3851851851851852,0.2222222222222222,0.0,1.0
8,0.40948275862068967,0.40384615384615385,0.7044096728307255,0.5757575757575758,0.7043172690763053,0.6854130052724078,0.8734177215189873,0.685625646328852,0.3641742872512103,0.36809815950920244,0.36461446503287503,0.54,0.30000000000000004,0.5407407407407407,0.2222222222222222,0.0,1.0
9,0.5301724137931034,0.0,0.26970128022759604,0.6181818181818182,0.2697456492637216,0.6344463971880492,0.49999999999999994,0.6346087556015166,0.6890801506186122,0.5030674846625767,0.6891811117752541,0.58,0.15000000000000002,0.5796296296296296,0.2222222222222222,0.0,0.0
10,0.5258620689655172,0.44230769230769235,0.6970128022759602,0.5333333333333333,0.696954484605087,0.710896309314587,0.5886075949367089,0.7111340916925198,0.5823023130715438,0.588957055214724,0.5827854154213986,0.7450000000000001,0.15000000000000002,0.7444444444444444,0.2222222222222222,0.0,1.0
11,0.24568965517241378,0.0,0.5046941678520627,0.6484848484848484,0.5046854082998661,0.5342706502636203,0.5822784810126582,0.534298517752499,0.31925766541151157,0.6809815950920245,0.31978481769276745,0.75,0.45,0.7499999999999999,0.3333333333333333,0.0,0.0
12,0.3879310344827586,0.0,0.4358463726884779,0.42424242424242425,0.4357429718875502,0.6133567662565905,0.49999999999999994,0.6132368148914168,0.24717590102205483,0.4171779141104294,0.2474596533173939,0.49000000000000005,0.15000000000000002,0.4907407407407407,0.4444444444444444,0.0,0.0
13,0.6508620689655172,0.0,0.5869132290184922,0.593939393939394,0.5868473895582329,0.7923257176332748,0.4430379746835443,0.7924853498793519,0.05513717052178591,0.6687116564417178,0.05558876270173341,0.53,0.2,0.5296296296296296,0.1111111111111111,0.0,0.0
14,0.6896551724137931,0.0,0.49331436699857756,0.6060606060606061,0.49330655957161984,0.5606326889279437,0.3924050632911392,0.5604963805584281,0.3181818181818182,0.3496932515337423,0.3185893604303646,0.5750000000000001,0.2,0.5759259259259258,0.1111111111111111,0.0,0.0
